ID,Context,Source,comments,DE,ES,FR,garbled,JA,lengthened,PT,RU,ZH-Hans
TXT_MainMenu_Save_Game_New_Title,Frontend,New memory file,,Neuer Spielstand,Nuevo Archivo de Memoria,Nouveau fichier de souvenir,,新規メモリーファイル,,Novo arquivo de memória,Новый файл памяти,新的记忆文档
TXT_MainMenu_Save_Game_New_Confirmation,Frontend,Do you want to save a new memory?,,Möchtest du einen neuen Spielstand speichern?,¿Deseas guardar una nueva memoria?,Voulez-vous sauvegarder un nouveau souvenir ?,,新規のメモリーにデータを保存しますか？,,Deseja salvar uma nova memória?,Хотите сохранить файл памяти?,想要创建新的记忆?
TXT_MainMenu_Save_Game_Overwrite_Title,Frontend,Overwrite memory file,,Spielstand überschreiben,Sobre escribir archivo de memoria,Écraser le fichier de souvenir,,メモリーファイルの上書き,,Substituir arquivo de memória,Перезаписать файл памяти,覆盖记忆文档
TXT_MainMenu_Save_Game_Overwrite_Confirmation,Frontend,Do you want to overwrite the memory?,,Möchtest du den Spielstand überschreiben?,¿Deseas sobre escribir este archivo de memoria?,Voulez-vous écraser ce souvenir ?,,メモリーにデータを上書きしますか？,,Deseja substituir a memória?,Хотите перезаписать этот файл памяти?,想要覆盖这个记忆?
TXT_MainMenu_Load_Game_Load_Title,Frontend,Load memory file,,Spielstand laden,Cargar archivo de memoria,Charger le fichier de souvenir,,メモリーファイルの読み込み,,Carregar arquivo de memória,Загрузить файл памяти,加载记忆文档
TXT_MainMenu_Load_Game_Load_Confirmation,Frontend,Do you want to load this memory?,,Möchtest du diesen Spielstand laden?,¿Deseas cargar este archivo de memoria?,Voulez-vous charger ce souvenir ?,,このメモリーを読み込みますか？,,Deseja carregar esta memória?,Хотите загрузить этот файл памяти?,想要加载这个记忆?
TXT_MainMenu_Load_Game_Mode_Sandbox,Frontend,Sandbox,,Sandbox,Sandbox,Bac à sable,,サンドボックス,,Modo livre,Песочница,沙盒模式
TXT_MainMenu_Load_Game_Mode_Campaign,Frontend,Campaign,,Kampagne,Campaña,Campagne,,キャンペーン,,Campanha,Кампания,故事模式
TXT_MainMenu_Load_Game,Frontend,LOAD MEMORY,,SPIELSTAND LADEN,CARGAR MEMORIA,CHARGER LE SOUVENIR,,データロード,,CARREGAR MEMÓRIA,ЗАГРУЗИТЬ ФАЙЛ ПАМЯТИ,加载记忆
TXT_MainMenu_Load_Fail,Frontend,CORRUPTED MEMORIES,,BESCHÄDIGTE SPIELSTÄNDE,MEMORIAS CORRUPTAS,SOUVENIRS CORROMPUS,,破損したデータ,,MEMÓRIAS CORROMPIDAS,ПОВРЕЖДЁННЫЕ ФАЙЛЫ ПАМЯТИ,记忆损坏
TXT_MainMenu_InvalidSave,Frontend,The save game file you tried to load doesn't work with the current version of the game.,,"Der Spielstand, den du laden wolltest, ist nicht mit der aktuellen Spielversion kompatibel.",¡Lo sentimos! El archivo que intentas cargar no funciona con esta versión del juego.,Le fichier de sauvegarde que vous avez essayé de charger n'est pas compatible avec la version actuelle du jeu.,,読み込もうとしたセーブデータは、現在のゲームバージョンに対応していません。,,O jogo salvo que você tentou carregar não funciona com a versão atual do jogo.,"Файл сохранения, который вы пытаетесь загрузить, несовместим с текущей версией игры.",游戏的当前版本无法兼容你要加载的存档文件.
TXT_MainMenu_Options_Depth_Of_Field,Frontend,Depth Of Field,,Tiefenschärfe,Campo de Visión,Profondeur de champ,,被写界深度,,Profundidade de campo,Глубина резкости,景      深
TXT_MainMenu_Options_Terrain_Quality,Frontend,Terrain Quality,,Geländequalität,Calidad Visual del Terreno,Qualité du terrain,,地形の品質,,Qualidade do terreno,Качество ландшафта,地形品质
TXT_MainMenu_Options_Terrain_Lines_Antialiasing,Frontend,Terrain Lines Antialiasing,,Geländelinien-Antialiasing,Suavizado del Terreno,Anticrénelage des lignes de terrain,,地形境界線のアンチエイリアス,,Suavização das linhas do terreno,Сглаживание изолиний,地形线条边缘柔化
TXT_MainMenu_Options_Stochastic_Sampling,Frontend,Stochastic Sampling,,Stochastisches Sampling,"Muestreo Estocástico ",Échantillonnage stochastique,,確率的サンプリング,,Amostragem estocástica,Стохастическая выборка,随机采样
TXT_MainMenu_Options_Antialiasing,Frontend,Antialiasing,,Antialiasing,Suavizado,Anticrénelage,,アンチエイリアス,,Suavização,Сглаживание,边缘柔滑
TXT_MainMenu_Options_ChromaticAberration,Frontend,Chromatic Aberration,,Chromatische Anomalie,Aberración Cromática,Aberration chromatique,,色収差,,Aberração cromática,Хроматическая аберрация,色差
TXT_MainMenu_Options_TreesParallax,Frontend,Trees Parallax,,Baum-Parallaxe,Paralaje De Los Árboles,Parallaxe des arbres,,木々の視差演出,,Paralaxe de árvores,Параллактическое отображение деревьев,植被视差
TXT_MainMenu_Options_Disabled,Frontend,Disabled,,Deaktiviert,Desactivado,Désactivé,,無効,,Desativado,Отключено,已禁用
TXT_MainMenu_Options_Fauna,Frontend,Fauna density,,Faunadichte,Densidad de fauna,Densité de la faune,,動物相の密度,,Densidade da fauna,Плотность фауны,动物区系密度
TXT_MainMenu_Options_TextureQuality,Frontend,Texture Quality,,Texturqualität,Calidad de las texturas,Qualité des textures,,テクスチャー品質,,Qualidade das texturas,Качество текстур,纹理品质
TXT_MainMenu_Options_Shadows,Frontend,Shadows,,Schatten,Sombras,Ombres,,影の演出,,Sombras,Тени,阴      影
TXT_MainMenu_Options_Low,Frontend,Low,,Niedrig,Baja,Faible,,低,,Baixa,Низкое,低
TXT_MainMenu_Options_Medium,Frontend,Medium,,Mittel,Media,Moyen,,中,,Média,Среднее,中
TXT_MainMenu_Options_High,Frontend,High,,Hoch,Alta,Élevé,,高,,Alta,Высокое,高
TXT_MainMenu_Options_Custom,Frontend,Custom,,Benutzerdefiniert,Personalizada,Personnalisé,,カスタム,,Personalizada,Пользовательское,自定义
TXT_MainMenu_Options_MuteWhenMinimized,Frontend,Mute audio while the game is minimized.,,"Sound stummschalten, wenn das Spiel minimiert ist.",Silenciar el audio cuando el juego está minimizado.,Met l'audio sur muet quand le jeu est réduit.,,ゲームウィンドウを最小化中、音をミュートします。,,Silenciar áudio quando o jogo estiver minimizado.,Отключать звук при сворачивании окна игры.,游戏最小化时静音。
TXT_MainMenu_New_Game,Frontend,New Game,,Neues Spiel,Nueva Partida,Nouvelle partie,,ニューゲーム,,Novo jogo,Новая игра,新的游戏
TXT_MainMenu_Credits,Frontend,Credits,,Mitwirkende,Créditos,Crédits,,クレジット,,Créditos,Авторы,制作人员
TXT_MainMenu_LegalDisclaimer,Frontend,© 2020-2022 Tlön Industries. All Rights Reserved.,,© 2020-2022 Tlön Industries. Alle Rechte vorbehalten.,© 2020-2022 Tlön Industries. Todos los derechos reservados.,© 2020-2022 Tlön Industries. Tous droits réservés.,,© 2020-2022 Tlön Industries. All Rights Reserved.,,© 2020-2022 Tlön Industries. Todos os direitos reservados.,© 2020-2022 Tlön Industries. Все права защищены.,© 2020-2022 Tlön Industries，版权所有，违者必究。
TXT_Control_Key_Shift,Frontend,Shift,,Umschalten,Shift,Maj,,シフト,,Shift,Shift,Shift
TXT_Control_Key_A,Frontend,A,,A,A,A,,A,,A,A,A
TXT_Control_Key_W,Frontend,W,,W,W,W,,W,,W,W,W
TXT_Control_Key_S,Frontend,S,,S,S,S,,S,,S,S,S
TXT_Control_Key_D,Frontend,D,,D,D,D,,D,,D,D,D
TXT_Control_Key_C,Frontend,C,,C,C,C,,C,,C,C,C
TXT_Control_Key_Space,Frontend,Space,,Leertaste,Espacio,Espace,,Space,,Espaço,Пробел,空格键
TXT_Control_Key_1,Frontend,1,,1,1,1,,1,,1,1,1
TXT_Control_Key_2,Frontend,2,,2,2,2,,2,,2,2,2
TXT_Control_Key_3,Frontend,3,,3,3,3,,3,,3,3,3
TXT_Control_Key_4,Frontend,4,,4,4,4,,4,,4,4,4
TXT_Control_Key_5,Frontend,5,,5,5,5,,5,,5,5,5
TXT_Control_Key_F1,Frontend,F1,,F1,F1,F1,,F1,,F1,F1,F1
TXT_Control_Key_F2,Frontend,F2,,F2,F2,F2,,F2,,F2,F2,F2
TXT_Control_Key_F3,Frontend,F3,,F3,F3,F3,,F3,,F3,F3,F3
TXT_Control_Key_F4,Frontend,F4,,F4,F4,F4,,F4,,F4,F4,F4
TXT_Control_Key_F5,Frontend,F5,,F5,F5,F5,,F5,,F5,F5,F5
TXT_Control_Key_F8,Frontend,F8,,F8,F8,F8,,F8,,F8,F8,F8
TXT_Control_Key_F10,Frontend,F10,,F10,F10,F10,,F10,,F10,F10,F10
TXT_MainMenu_Cancel,Frontend,Cancel,,Abbrechen,Cancelar,Annuler,,キャンセル,,Cancelar,Отмена,取消
TXT_MainMenu_Back,Frontend,Back,,Zurück,Regresar,Retour,,戻る,,Voltar,Вернуться,返回
TXT_Actor_Laila,Frontend,Laila Berzins,,Laila Berzins,Laila Berzins,Laila Berzins,,Laila Berzins,,Laila Berzins,Laila Berzins,Laila Berzins
TXT_Actor_Troy,Frontend,Troy Baker,,Troy Baker,Troy Baker,Troy Baker,,Troy Baker,,Troy Baker,Troy Baker,Troy Baker
TXT_Actor_Phil,Frontend,Phil LaMarr,,Phil LaMarr,Phil LaMarr,Phil LaMarr,,Phil LaMarr,,Phil LaMarr,Phil LaMarr,Phil LaMarr
TXT_Actor_Yong,Frontend,Yong Yea,,Yong Yea,Yong Yea,Yong Yea,,Yong Yea,,Yong Yea,Yong Yea,Yong Yea
TXT_Actor_Nneka,Frontend,Nneka Okoye,,Nneka Okoye,Nneka Okoye,Nneka Okoye,,Nneka Okoye,,Nneka Okoye,Nneka Okoye,Nneka Okoye
TXT_Actor_Linsey,Frontend,Lynsey Murrell,,Lynsey Murrell,Lynsey Murrell,Lynsey Murrell,,Lynsey Murrell,,Lynsey Murrell,Lynsey Murrell,Lynsey Murrell
TXT_Intro_Plaque_Tlon,Frontend,<SIZE=70%>A</SIZE><br>TLÖN INDUSTRIES<br><SIZE=70%>Game</SIZE>,,<SIZE=70%>Ein Spiel von</SIZE><br>TLÖN INDUSTRIES,<SIZE=70%>Un juego de</SIZE><br>TLÖN INDUSTRIES,<SIZE=70%>Un jeu</SIZE><br>TLÖN INDUSTRIES<br>,,<SIZE=70%>A</SIZE><br>TLÖN INDUSTRIES<br><SIZE=70%>Game</SIZE>,,<SIZE=70%>Um jogo de</SIZE><br>TLÖN INDUSTRIES,<SIZE=70%>Игра производства</SIZE><br>TLÖN INDUSTRIES<br>,<SIZE=70%></SIZE><br>Tlön Industries<br><SIZE=70%>出品</SIZE>
TXT_Intro_Plaque_RawFury,Frontend,<SIZE=70%>Presented by</SIZE><br>RAW FURY,,<SIZE=70%>Präsentiert von</SIZE><br>RAW FURY,<SIZE=70%>Presentado por</SIZE><br>RAW FURY,<SIZE=70%>Présenté par</SIZE><br>RAW FURY,,<SIZE=70%>Presented by</SIZE><br>RAW FURY,,<SIZE=70%>Apresentado por</SIZE><br>RAW FURY,<SIZE=70%>При содействии</SIZE><br>RAW FURY,Raw Fury<SIZE=70%>发行</SIZE><br>
TXT_Menu_Title,Frontend,Menu,,Menü,Menú,Menu,,メニュー,,Menu,Меню,菜单
TXT_Menu_Button_Save,Frontend,Save,,Speichern,Guardar,Sauvegarder,,セーブ,,Salvar,Сохранить,保存
TXT_Menu_NoSignal,Frontend,No signal,,Kein Signal,Sin señal,Pas de signal,,信号なし,,Sem sinal,Сигнал отсутствует,没有信号
TXT_Menu_Fluff_00,Frontend,100%<br>Mars Landing in progress<br>AMI / OS Active/ AC-ROBO-AMI-2,,100%<br>Marslandung im Gange<br>AMI / BS aktiv / AC-ROBO-AMI-2,100%<br>Aterrizaje en Marte en progreso<br>AMI / OS Activa/ AC-ROBO-AMI-2,100 %<br>Atterrissage sur Mars en cours<br>AMI / OS Actif/ AC-ROBOT-AMI-2,,100%<br>火星着陸進行中<br>AMI / OS Active/ AC-ROBO-AMI-2,,100%<br>Pouso em Marte em andamento<br>AMI / SO ativo / ISA-ROBO-AMI-02,100%<br>Идёт посадка на Марс<br>ЭМИ / ОС запущена/ ИР-РОБО-ЭМИ-2,100%<br>正在着陆<br>AMI /当前操作系统/ AC-ROBO-AMI-2
TXT_Save_game_InputText,Frontend,Save name,,Spielstand,Nombrar la partida,Nom de la sauvegarde,,セーブ名,,Nome do jogo,Название сохранения,存档名称
TXT_autoSave_title,Frontend,Compiling autosave,,Automatisches Speichern,Recopilando el autoguardado,Compilation de la sauvegarde automatique,,オートセーブをコンパイル中,,Compilando salvamento automático,Компилируем файл автоматического сохранения,正在编译自动存档
TXT_autoSave_description,Frontend,Please wait while the data is being saved.,,"Bitte warten, während die Daten gespeichert werden.","Por favor, aguarda mientras se graban los datos.",Merci de patienter pendant la sauvegarde des données.,,データが保存されるまでしばらくお待ちください。,,Aguarde enquanto os dados são salvos.,Идёт сохранение данных. Ожидайте.,正在保存数据，请稍候。
TXT_autoSave_Fluff_00,Frontend,Transferring data received.,,Transferdaten empfangen.,Transfiriendo los datos.,Transfert des données reçues...,,転送されたデータを受信しました。,,Transferência de dados recebidos.,Передаём данные телеметрии.,正在传送收到的数据。
TXT_autoSave_Fluff_01,Frontend,Redundant backup function enabled.,,Überflüssige Backup-Funktion deaktiviert.,Función de redundancia de copias habilitada.,Fonction de sauvegarde redondante activée.,,冗長バックアップ機能を有効化しました。,,Função de backup redundante ativada.,Режим избыточного резервного копирования включён.,冗余备份功能已启用。
TXT_MainMenu_Options_FreeCamera,Frontend,Assisted camera,,Unterstützte Kamera,Cámara asistida,Caméra assistée,,アシストカメラ,,Câmera assistida,Помощь в управлении камерой,辅助镜头
TXT_save_game_State,Frontend,Saving Memory File,,Speichert Spielstand,Guardando Memoria,Sauvegarde du fichier de souvenir,,セーブデータの保存中,,Salvando arquivo de memória,Записываем файл памяти,正在保存记忆文档
TXT_PatchNotes_Title,Frontend,Patch Notes,,Patchnotes,Notas del parche,Notes de mise à jour,,パッチノート,,Notas do patch,Содержимое обновления,补丁说明
TXT_MainMenu_Options_LatLongCursor,Frontend,Show cursor with coordinates,,Koordinaten anzeigen,Mostrar coordenadas con el cursor,Afficher le curseur avec les coordonnées,,カーソルに座標を表示,,Exibir cursor com coordenadas,Показывать координаты курсора,光标显示坐标
